"ZagreusHome","ID","ID","ID","","","","Line","","Notes by AR","Notes by DK",""
"Integrated","ZagreusHome_","1809","ZagreusHome_1809","","","","Ось останній улов, Шефе.","","","",""
"Integrated","ZagreusHome_","1810","ZagreusHome_1810","","","","Ось мій улов за день.","","","",""
"Integrated","ZagreusHome_","1811","ZagreusHome_1811","","","","Ось все що впіймав за день... чи ніч?","","","",""
"Integrated","ZagreusHome_","1812","ZagreusHome_1812","","","","Обміняю тобі ці жахливі штуки.","","","",""
"Integrated","ZagreusHome_","1813","ZagreusHome_1813","","","","Будь ласка, візьмеш їх, якщо твоя ласка, Шефе?","","","",""
"Integrated","ZagreusHome_","1814","ZagreusHome_1814","","","","Я прийшов до тебе та приніс водних звірів.","","","",""
"Integrated","ZagreusHome_","1815","ZagreusHome_1815","","","","Ось, ти можеш взяти їх, Шефе.","","","",""
"Integrated","ZagreusHome_","1816","ZagreusHome_1816","","","","Роби з ними, що забажаєш, мій хороший Шефе.","","","",""
"Integrated","ZagreusHome_","1817","ZagreusHome_1817","","","","Декілька водних звірів для тебе, добрий Шефе.","","","",""
"Integrated","ZagreusHome_","1818","ZagreusHome_1818","","","","Мій останній улов.","","","",""
"Integrated","ZagreusHome_","1819","ZagreusHome_1819","","","","Поглянь, що я впіймав, Шефе!","","","",""
"Integrated","ZagreusHome_","1820","ZagreusHome_1820","","","","Ой, дякую!","","","",""
"Integrated","ZagreusHome_","1821","ZagreusHome_1821","","","","Приємно мати справу.","","","",""
"Integrated","ZagreusHome_","1822","ZagreusHome_1822","","","","Вельми вдячний.","","","",""
"Integrated","ZagreusHome_","1823","ZagreusHome_1823","","","","Справедлива винагорода.","","","",""
"Integrated","ZagreusHome_","1824","ZagreusHome_1824","","","","Справедлива ринкова вартість.","","","",""
"Integrated","ZagreusHome_","1825","ZagreusHome_1825","","","","Цілком того варте.","","","",""
"Integrated","ZagreusHome_","1826","ZagreusHome_1826","","","","Ну тоді, гаразд!","","","",""
"Integrated","ZagreusHome_","1827","ZagreusHome_1827","","","","Ми розрахувалися.","","","",""
"Integrated","ZagreusHome_","1828","ZagreusHome_1828","","","","Завжди приємно мати справу.","","","",""
"Integrated","ZagreusHome_","1829","ZagreusHome_1829","","","","До наступного разу!","","","",""
"Integrated","ZagreusHome_","1830","ZagreusHome_1830","","","","Використовуй їх з розумом, мій друже.","","","",""
"Integrated","ZagreusHome_","1831","ZagreusHome_1831","","","","Домовилися!","","","",""
"Integrated","ZagreusHome_","1832","ZagreusHome_1832","","","","Ну...?","","","",""
"Integrated","ZagreusHome_","1833","ZagreusHome_1833","","","","Ее...","","","",""
"Integrated","ZagreusHome_","1834","ZagreusHome_1834","","","","Хрм...","","","",""
"Integrated","ZagreusHome_","1835","ZagreusHome_1835","","","","Мм...","","","",""
"Integrated","ZagreusHome_","1836","ZagreusHome_1836","","","","<Насмішка>","","","",""
"Integrated","ZagreusHome_","1837","ZagreusHome_1837","","","","Це складно.","","","",""
"Integrated","ZagreusHome_","1838","ZagreusHome_1838","","","","Потрібна практика.","","","",""
"Integrated","ZagreusHome_","1839","ZagreusHome_1839","","","","Практика, практика.","","","",""
"Integrated","ZagreusHome_","1840","ZagreusHome_1840","","","","Ненавиджу цю штуку.","","","",""
"Integrated","ZagreusHome_","1841","ZagreusHome_1841","","","","Це ж звук!","","","",""
"Integrated","ZagreusHome_","1842","ZagreusHome_1842","","","","Добре...","","","",""
"Integrated","ZagreusHome_","1843","ZagreusHome_1843","","","","Це вже дещо...","","","",""
"Integrated","ZagreusHome_","1844","ZagreusHome_1844","","","","Вже краще?","","","",""
"Integrated","ZagreusHome_","1845","ZagreusHome_1845","","","","Майже.","","","",""
"Integrated","ZagreusHome_","1846","ZagreusHome_1846","","","","Ще не зовсім воно.","","","",""
"Integrated","ZagreusHome_","1847","ZagreusHome_1847","","","","Непогано.","","","",""
"Integrated","ZagreusHome_","1848","ZagreusHome_1848","","","","Потрохи вчусь.","","","",""
"Integrated","ZagreusHome_","1849","ZagreusHome_1849","","","","Схоже на музику, га?","","","",""
"Integrated","ZagreusHome_","1850","ZagreusHome_1850","","","","Хмм.","","","",""
"Integrated","ZagreusHome_","1851","ZagreusHome_1851","","","","Ось.","","","",""
"Integrated","ZagreusHome_","1852","ZagreusHome_1852","","","","Мм-хмм.","","","",""
"Integrated","ZagreusHome_","1853","ZagreusHome_1853","","","","Я можу грати...","","","",""
"Integrated","ZagreusHome_","1854","ZagreusHome_1854","","","","Це музика...","","","",""
"Integrated","ZagreusHome_","1855","ZagreusHome_1855","","","","Ось так...","","","",""
"Integrated","ZagreusHome_","1856","ZagreusHome_1856","","","","Добре.","","","",""
"Integrated","ZagreusHome_","1857","ZagreusHome_1857","","","","Фух.","","","",""
"Integrated","ZagreusHome_","1858","ZagreusHome_1858","","","","Якщо чесно, він не настільки вже й чудовий.","","","",""
"Integrated","ZagreusHome_","1860","ZagreusHome_1860","","","","Взагалі не піддається.","","","",""
"Integrated","ZagreusHome_","1861","ZagreusHome_1861","","","","Вони абсолютно незворушні.","","","",""
"Integrated","ZagreusHome_","1862","ZagreusHome_1862","","","","Неможливо зрушити.","","","",""
"Integrated","ZagreusHome_","1863","ZagreusHome_1863","","","","Навіть не намагатимусь.","","","",""
"Integrated","ZagreusHome_","1864","ZagreusHome_1864","","","","Їх неможливо підняти.","","","",""
"Integrated","ZagreusHome_","1865","ZagreusHome_1865","","","","На жаль, я не Геракл.","","","",""
"Integrated","ZagreusHome_","1866","ZagreusHome_1866","","","","Не піддаються.","","","",""
"Integrated","ZagreusHome_","1867","ZagreusHome_1867","","","","Я аж ніяк не підніму їх.","","","",""
"Integrated","ZagreusHome_","1868","ZagreusHome_1868","","","","Здається, тут сказано 48 хвилин по сьомій годині.","","","",""
"Integrated","ZagreusHome_","1869","ZagreusHome_1869","","","","Здається, зараз 7:48.","","","",""
"Integrated","ZagreusHome_","1870","ZagreusHome_1870","","","","Виглядає так, що зараз приблизно 7:50.","","","",""
"Integrated","ZagreusHome_","1871","ZagreusHome_1871","","","","Майже восьма година?","","","",""
"Integrated","ZagreusHome_","1872","ZagreusHome_1872","","","","Зараз 7:48.","","","",""
"Integrated","ZagreusHome_","1873","ZagreusHome_1873","","","","7:48, це просто збіг.","","","",""
"Integrated","ZagreusHome_","1874","ZagreusHome_1874","","","","Досі 7:48.","","","",""
"Integrated","ZagreusHome_","1875","ZagreusHome_1875","","","","Дай-но вгадаю... 7:48? Так і є.","","","",""
"Integrated","ZagreusHome_","1876","ZagreusHome_1876","","","","І досі рівно 7:48.","","","",""
"Integrated","ZagreusHome_","1877","ZagreusHome_1877","","","","Зараз 48 на восьму.","","","",""
"Integrated","ZagreusHome_","1878","ZagreusHome_1878","","","","Стоп, тут потрібен другий гравець, чи не так.","","","",""
"Integrated","ZagreusHome_","1879","ZagreusHome_1879","","","","У мене немає другого гравця.","","","",""
"Integrated","ZagreusHome_","1880","ZagreusHome_1880","","","","Тут ніхто цього не любить, окрім мене.","","","",""
"Integrated","ZagreusHome_","1881","ZagreusHome_1881","","","","В такому стані у це грати неможливо.","","","",""
"Integrated","ZagreusHome_","1882","ZagreusHome_1882","","","","У мене немає часу на такі розваги.","","","",""
"Integrated","ZagreusHome_","1883","ZagreusHome_1883","","","","Напевно, це не так вже й весело.","","","",""
"Integrated","ZagreusHome_","1884","ZagreusHome_1884","","","","Зараз не в настрої.","","","",""
"Integrated","ZagreusHome_","1885","ZagreusHome_1885","","","","Можливо, я ніколи не зустріну рівного собі.","","","",""
"Integrated","ZagreusHome_","1886","ZagreusHome_1886","","","","Унгх, ось тобі й швидкість Гермеса...","","","",""
"Integrated","ZagreusHome_","1887","ZagreusHome_1887","","","","Рнгх, я сумую за своєю неймовірною швидкістю....","","","",""
"Integrated","ZagreusHome_","1888","ZagreusHome_1888","","","","Угх, Лерні, за що...?","","","",""
"Integrated","ZagreusHome_","1889","ZagreusHome_1889","","","","Ургх, ох вже ця Лерні, аугх.","","","",""
"Integrated","ZagreusHome_","1890","ZagreusHome_1890","","","","Нгх, як Лерні могла так вчинити?","","","",""
"Integrated","ZagreusHome_","1892","ZagreusHome_1892","","","","Потрібно вибратись з Тартару з кожним із моїх пекельних озброєнь, щоб роздобути більше Титанічної Крові? Зрозумів, дякую, приятелю.","","","",""
"Integrated","ZagreusHome_","1893","ZagreusHome_1893","","","","Ну, воно тобі знадобиться, якщо ти коли-небудь зміниш думку!","","","",""
"Integrated","ZagreusHome_","1894","ZagreusHome_1894","","","","Хахахаха.","","","",""
"Integrated","ZagreusHome_","1895","ZagreusHome_1895","","","","Взяв до відома.","","","",""
"Integrated","ZagreusHome_","1896","ZagreusHome_1896","","","","Та не такий вже він і чудовий.","","","",""
"Integrated","ZagreusHome_","1897","ZagreusHome_1897","","","","Мені просто більше до вподоби стояти, гаразд?","","","",""
"Integrated","ZagreusHome_","1898","ZagreusHome_1898","","","","Я багато тренуюсь, зрозуміло?","","","",""
"Integrated","ZagreusHome_","1899","ZagreusHome_1899","","","","Чому б тобі не стати моїм опонентом, старий.","","","",""
"Integrated","ZagreusHome_","1900","ZagreusHome_1900","","","","Ніколи не чув про нього.","","","",""
"Integrated","ZagreusHome_","1901","ZagreusHome_1901","","","","Хіба на цьому так складно грати?","","","",""
"Integrated","ZagreusHome_","1902","ZagreusHome_1902","","","","Гадаю, він м'який?","","","",""
"Integrated","ZagreusHome_","1903","ZagreusHome_1903","","","","Я б його однією лівою.","","","",""
"Unused","ZagreusHome_","1904","ZagreusHome_1904","","","","Здається досить громіздким.","","","",""
"Unused","ZagreusHome_","1905","ZagreusHome_1905","","","","Це що, меч?","","","",""
"Integrated","ZagreusHome_","1906","ZagreusHome_1906","","","","Він точно виглядає високим...","","","",""
"Unused","ZagreusHome_","1907","ZagreusHome_1907","","","","Чув, що було цікаво.","","","",""
"Integrated","ZagreusHome_","1908","ZagreusHome_1908","","","","Ти тут, старий?","","","",""
"Integrated","ZagreusHome_","1909","ZagreusHome_1909","","","","Виходь звідти.","","","",""
"Integrated","ZagreusHome_","1910","ZagreusHome_1910","","","","Покажись.","","","",""
"Integrated","ZagreusHome_","1911","ZagreusHome_1911","","","","Я знаю, що ти там.","","","",""
"Integrated","ZagreusHome_","1912","ZagreusHome_1912","","","","Скажи щось.","","","",""
"Integrated","ZagreusHome_","1913","ZagreusHome_1913","","","","Вітаю?","","","",""
"Integrated","ZagreusHome_","1914","ZagreusHome_1914","","","","Хто цей смаглявий персонаж?","","","",""
"Integrated","ZagreusHome_","1915","ZagreusHome_1915","","","","Б’юся об заклад, що були набагато величніші поети.","","","",""
"Integrated","ZagreusHome_","1916","ZagreusHome_1916","","","","Привіт....?","","","",""
"Integrated","ZagreusHome_","1917","ZagreusHome_1917","","","","Аго-о-о-ов?","","","",""
"Integrated","ZagreusHome_","1918","ZagreusHome_1918","","","","Я знаю, що ти мене чуєш, старий.","","","",""
"Integrated","ZagreusHome_","1919","ZagreusHome_1919","","","","Скажи щось!","","","",""
"Integrated","ZagreusHome_","1922","ZagreusHome_1922","","","","Хіба я не можу чимось допомогти...?","","","",""
"Integrated","ZagreusHome_","1925","ZagreusHome_1925","","","","Вона зовсім себе вимотує.","","","",""
"Integrated","ZagreusHome_","1927","ZagreusHome_1927","","","","Просто намагаюсь допомогти...?","","","",""
"Integrated","ZagreusHome_","1929","ZagreusHome_1929","","","","З нетерпінням чекаю!","","","",""
"Integrated","ZagreusHome_","1932","ZagreusHome_1932","","","","Бережи себе!","","","",""
"Integrated","ZagreusHome_","1935","ZagreusHome_1935","","","","Добре, бувай...!","","","",""
"Integrated","ZagreusHome_","1938","ZagreusHome_1938","","","","Ну, насолоджуйся, гаразд?","","","",""
"Integrated","ZagreusHome_","1940","ZagreusHome_1940","","","","Будь ласка, бережи себе.","","","",""
"Integrated","ZagreusHome_","1942","ZagreusHome_1942","","","","Хтонічний Супутник!! Дузо, серйозно? Ти найкраща!","","","",""
"Integrated","ZagreusHome_","1946","ZagreusHome_1946","","","","Дузо, зачекай...!","","","",""
"Integrated","ZagreusHome_","1950","ZagreusHome_1950","","","","Побачимось, Дузо.","","","",""
"Integrated","ZagreusHome_","1952","ZagreusHome_1952","","","","Я міг би бути чимось більшим, якщо ти не проти. Ти така неймовірна і... твоя краса осяює цей Будинок. Але я б ніколи не став ризикувати нашою дружбою, тому, якщо тут ми проводимо межу, будь ласка, просто дайте мені знати.","","","",""
"Integrated","ZagreusHome_","1955","ZagreusHome_1955","","","","Скоро побачимося.","","","",""
"Integrated","ZagreusHome_","1961","ZagreusHome_1961","","","","Бувай, Дузо.","","","",""
"Integrated","ZagreusHome_","1965","ZagreusHome_1965","","","","Ум, я... дякую...","","","",""
"Integrated","ZagreusHome_","1966","ZagreusHome_1966","","","","Хаха, гаразд.","","","",""
"Integrated","ZagreusHome_","1969","ZagreusHome_1969","","","","Я тебе теж люблю, Дузо! ","","","",""
"Integrated","ZagreusHome_","1970","ZagreusHome_1970","","","","Ум, бувай. Здається, вже всі знають.","","","",""
"Integrated","ZagreusHome_","1976","ZagreusHome_1976","","","","<Насмішка> Ну, це було неуважно з мого боку.","","","",""
"Integrated","ZagreusHome_","1978","ZagreusHome_1978","","","","І я теж радий.","","","",""
"Integrated","ZagreusHome_","1980","ZagreusHome_1980","","","","Напевно, на краще, що ми не зможемо.","","","",""
"Integrated","ZagreusHome_","1982","ZagreusHome_1982","","","","Так і є! Це одночасно і добре і чудово.","","","",""
"Integrated","ZagreusHome_","1985","ZagreusHome_1985","","","","І, вона полетіла.","","","",""
"Integrated","ZagreusHome_","1988","ZagreusHome_1988","","","","Це мило з її боку. Ще раз дякую!","","","",""
"Integrated","ZagreusHome_","1990","ZagreusHome_1990","","","","Думаю, що так. Сподіваюсь, що так?","","","",""
"Integrated","ZagreusHome_","1991","ZagreusHome_1991","","","","Вона впорається.","","","",""
"Integrated","ZagreusHome_","1993","ZagreusHome_1993","","","","Ум, бувай!","","","",""
"Integrated","ZagreusHome_","1995","ZagreusHome_1995","","","","Хах. Я теж на це сподіваюсь.","","","",""
"Integrated","ZagreusHome_","1997","ZagreusHome_1997","","","","Дузо, я не можу, не зараз.","","","",""
"Integrated","ZagreusHome_","2000","ZagreusHome_2000","","","","Мойри, будьте милостиві...","","","",""
"Integrated","ZagreusHome_","2003","ZagreusHome_2003","","","","Ну, можливо, я скажу трохи по-іншому...","","","",""
"Integrated","ZagreusHome_","2004","ZagreusHome_2004","","","","Ум, звичайно!","","","",""
"Integrated","ZagreusHome_","2006","ZagreusHome_2006","","","","У тебе все чудово виходить.","","","",""
"Integrated","ZagreusHome_","2007","ZagreusHome_2007","","","","Подобається новий килимок, Торговцю?","","","",""
"Integrated","ZagreusHome_","2008","ZagreusHome_2008","","","","Мій аспект Стигіуса міцнішає.","","","",""
"Integrated","ZagreusHome_","2009","ZagreusHome_2009","","","","Мій аспект Варати сильнішає.","","","",""
"Integrated","ZagreusHome_","2010","ZagreusHome_2010","","","","Тепер мій аспект Коронахту сильніший.","","","",""
"Integrated","ZagreusHome_","2011","ZagreusHome_2011","","","","Мій аспект Егіди cтав сильнішим.","","","",""
"Integrated","ZagreusHome_","2012","ZagreusHome_2012","","","","Мій аспект Екзагрифу став ще сильнішим.","","","",""
"Integrated","ZagreusHome_","2013","ZagreusHome_2013","","","","Більше прикрас!","","","",""
"Integrated","ZagreusHome_","2014","ZagreusHome_2014","","","","Має непогано виглядати ось там.","","","",""
"Integrated","ZagreusHome_","2015","ZagreusHome_2015","","","","Прекрасне доповнення до спальні.","","","",""
"Integrated","ZagreusHome_","2016","ZagreusHome_2016","","","","Саме те, чого я завжди хотів!","","","",""
"Integrated","ZagreusHome_","2017","ZagreusHome_2017","","","","А що, якщо ми поставимо це... тут.","","","",""
"Integrated","ZagreusHome_","2018","ZagreusHome_2018","","","","Привіт Дузо.","","","",""
"Integrated","ZagreusHome_","2019","ZagreusHome_2019","","","","Гей Дузо.","","","",""
"Integrated","ZagreusHome_","2020","ZagreusHome_2020","","","","Гей Дузо!","","","",""
"Integrated","ZagreusHome_","2021","ZagreusHome_2021","","","","Дуза!","","","",""
"Integrated","ZagreusHome_","2024","ZagreusHome_2024","","","","Я дивлюсь на тебе крізь очі багряного фенікса...","","","",""
"Integrated","ZagreusHome_","2026","ZagreusHome_2026","","","","Страх для слабких.","","","",""
"Integrated","ZagreusHome_","2027","ZagreusHome_2027","","","","Варата: Я дивлюсь на тебе крізь очі багряного фенікса!","","","",""
"Integrated","ZagreusHome_","2028","ZagreusHome_2028","","","","Новий аспект... хто такий Гуан Ю?","","","",""
"Integrated","ZagreusHome_","2031","ZagreusHome_2031","","","","Я вже сумую за своїми чудернацькими чарунками.","","","",""
"Integrated","ZagreusHome_","2032","ZagreusHome_2032","","","","Це Рукавиці Близнюки...","","","",""
"Integrated","ZagreusHome_","2033","ZagreusHome_2033","","","","Ще одна зброя...","","","",""
"Integrated","ZagreusHome_","2034","ZagreusHome_2034","","","","Пакт знає, що на цей раз у мене Малфон.","","","",""
"Integrated","ZagreusHome_","2035","ZagreusHome_2035","","","","Малфоне... Я бачу усе чим ти є.","","","",""
"Integrated","ZagreusHome_","2036","ZagreusHome_2036","","","","Малфоне: Пробудись!","","","",""
"Integrated","ZagreusHome_","2037","ZagreusHome_2037","","","","Малфоне, розкрий свої секрети!","","","",""
"Integrated","ZagreusHome_","2038","ZagreusHome_2038","","","","Даруй мені аспект Талоса!","","","",""
"Integrated","ZagreusHome_","2039","ZagreusHome_2039","","","","Даруй мені аспект Деметри!","","","",""
"Integrated","ZagreusHome_","2040","ZagreusHome_2040","","","","Талос.","","","",""
"Integrated","ZagreusHome_","2041","ZagreusHome_2041","","","","Талос...!","","","",""
"Integrated","ZagreusHome_","2042","ZagreusHome_2042","","","","Деметра.","","","",""
"Integrated","ZagreusHome_","2043","ZagreusHome_2043","","","","Деметра...!","","","",""
"Integrated","ZagreusHome_","2044","ZagreusHome_2044","","","","Малфоне.","","","",""
"Integrated","ZagreusHome_","2045","ZagreusHome_2045","","","","Малфоне.","","","",""
"Integrated","ZagreusHome_","2046","ZagreusHome_2046","","","","Мій аспект Малфону і досі зростає у силі.","","","",""
"Integrated","ZagreusHome_","2047","ZagreusHome_2047","","","","Стигіус: Я бачу твою королівську милість з кам'яної в'язниці!","","","",""
"Integrated","ZagreusHome_","2048","ZagreusHome_2048","","","","Аспект з майбутнього... що це за ім'я таке Артур?","","","",""
"Integrated","ZagreusHome_","2049","ZagreusHome_2049","","","","Даруй мені аспект Артура!","","","",""
"Integrated","ZagreusHome_","2050","ZagreusHome_2050","","","","Артур.","","","",""
"Integrated","ZagreusHome_","2051","ZagreusHome_2051","","","","Артур...!","","","",""
"Integrated","ZagreusHome_","2052","ZagreusHome_2052","","","","Коронахт: Я споглядав натягування твоєї тятиви у руках сьомого аватара!","","","",""
"Integrated","ZagreusHome_","2053","ZagreusHome_2053","","","","Прихований Аспект... Рама, а ти ще хто такий...?","","","",""
"Integrated","ZagreusHome_","2054","ZagreusHome_2054","","","","Даруй мені аспект Рами!","","","",""
"Integrated","ZagreusHome_","2055","ZagreusHome_2055","","","","Рама.","","","",""
"Integrated","ZagreusHome_","2056","ZagreusHome_2056","","","","Рама...!","","","",""
"Integrated","ZagreusHome_","2057","ZagreusHome_2057","","","","Ось, тримай, Кусючко!","","","",""
"Integrated","ZagreusHome_","2058","ZagreusHome_2058","","","","Кусючко, все готово!","","","",""
"Integrated","ZagreusHome_","2059","ZagreusHome_2059","","","","Доступ до адміністративного крила, хах...","","","",""
"Integrated","ZagreusHome_","2060","ZagreusHome_2060","","","","Батько завжди казав, якщо я хочу отримати привілейований доступ знову, мені доведеться його заслужити.","","","",""
"Integrated","ZagreusHome_","2062","ZagreusHome_2062","","","","Обов'язково привітаюсь.","","","",""
"Integrated","ZagreusHome_","2064","ZagreusHome_2064","","","","Дякую.","","","",""
"Integrated","ZagreusHome_","2066","ZagreusHome_2066","","","","Здається, що так.","","","",""
"Integrated","ZagreusHome_","2068","ZagreusHome_2068","","","","Відчуваю, що так і буде.","","","",""
"Integrated","ZagreusHome_","2070","ZagreusHome_2070","","","","Ще побачимося.","","","",""
"Integrated","ZagreusHome_","2072","ZagreusHome_2072","","","","Я це ціную, пане.","","","",""
"Integrated","ZagreusHome_","2073","ZagreusHome_2073","","","","Так і не змусив цю бісову штукенцію запрацювати для мене...","","","",""
"Integrated","ZagreusHome_","2074","ZagreusHome_2074","","","","Ну що ж, тоді я просто відправлю це Будівельному Підряднику.","","","",""
"Integrated","ZagreusHome_","2075","ZagreusHome_2075","","","","Добре, тепер це має відправитись до Будівельного Підрядника.","","","",""
"Integrated","ZagreusHome_","2076","ZagreusHome_2076","","","","Ніколи не думав, що знову сюди повернуся...","","","",""
"Integrated","ZagreusHome_","2077","ZagreusHome_2077","","","","Привіт усі! Я просто привітатись зайшов...","","","",""
"Integrated","ZagreusHome_","2078","ZagreusHome_2078","","","","Як у вас всіх справи?","","","",""
"Integrated","ZagreusHome_","2079","ZagreusHome_2079","","","","Вітаю, я лише на хвилинку!","","","",""
"Integrated","ZagreusHome_","2080","ZagreusHome_2080","","","","Просто хотів переконатись, що все гаразд!","","","",""
"Integrated","ZagreusHome_","2081","ZagreusHome_2081","","","","Просто думав зайти привітатись!","","","",""
"Integrated","ZagreusHome_","2082","ZagreusHome_2082","","","","Ох, не зважай на мене!","","","",""
"Integrated","ZagreusHome_","2083","ZagreusHome_2083","","","","Це лише я, уявіть що мене тут немає.","","","",""
"Integrated","ZagreusHome_","2084","ZagreusHome_2084","","","","Треба перевірити той стос контрактів.","","","",""
"Integrated","ZagreusHome_","2085","ZagreusHome_2085","","","","Контракт, який я шукаю, має бути там.","","","",""
"Integrated","ZagreusHome_","2086","ZagreusHome_2086","","","","Про всяк випадок варто перевірити адміністративне крило.","","","",""
"Integrated","ZagreusHome_","2087","ZagreusHome_2087","","","","Треба зазирнути в адміністративне крило.","","","",""
"Integrated","ZagreusHome_","2088","ZagreusHome_2088","","","","Подумав, що варто б перевірити старе адміністративне крило.","","","",""
"Integrated","ZagreusHome_","2089","ZagreusHome_2089","","","","Я повинен перевірити те старе адміністративне крило.","","","",""
"Integrated","ZagreusHome_","2090","ZagreusHome_2090","","","","Дзеркало Нікс...","","","",""
"Integrated","ZagreusHome_","2091","ZagreusHome_2091","","","","Дзеркало ночі...","","","",""
"Integrated","ZagreusHome_","2092","ZagreusHome_2092","","","","Дзеркало ночі...","","","",""
"Integrated","ZagreusHome_","2093","ZagreusHome_2093","","","","Привіт, Дзеркало...","","","",""
"Integrated","ZagreusHome_","2094","ZagreusHome_2094","","","","Я стаю сильнішим.","","","",""
"Integrated","ZagreusHome_","2095","ZagreusHome_2095","","","","Я можу стати навіть сильнішим.","","","",""
"Integrated","ZagreusHome_","2096","ZagreusHome_2096","","","","Я можу бути сильнішим.","","","",""
"Integrated","ZagreusHome_","2097","ZagreusHome_2097","","","","Я можу стати сильнішим.","","","",""
"Integrated","ZagreusHome_","2098","ZagreusHome_2098","","","","Я можу стати кращим.","","","",""
"Integrated","ZagreusHome_","2099","ZagreusHome_2099","","","","Я можу краще.","","","",""
"Integrated","ZagreusHome_","2100","ZagreusHome_2100","","","","Ноче, захисти мене.","","","",""
"Integrated","ZagreusHome_","2101","ZagreusHome_2101","","","","Я почуваюся по-іншому.","","","",""
"Integrated","ZagreusHome_","2102","ZagreusHome_2102","","","","Це я, здається, відчув.","","","",""
"Integrated","ZagreusHome_","2103","ZagreusHome_2103","","","","Почуваюся добре.","","","",""
"Integrated","ZagreusHome_","2104","ZagreusHome_2104","","","","Думаю, що готовий.","","","",""
"Integrated","ZagreusHome_","2105","ZagreusHome_2105","","","","Гаразд.","","","",""
"Integrated","ZagreusHome_","2106","ZagreusHome_2106","","","","Сила Темені.","","","",""
"Integrated","ZagreusHome_","2107","ZagreusHome_2107","","","","Фух, це я відчув.","","","",""
"Integrated","ZagreusHome_","2108","ZagreusHome_2108","","","","Думаю, цього має бути достатньо.","","","",""
"Integrated","ZagreusHome_","2109","ZagreusHome_2109","","","","Сила Ночі.","","","",""
"Integrated","ZagreusHome_","2110","ZagreusHome_2110","","","","Могуть Нікс....","","","",""
"Integrated","ZagreusHome_","2111","ZagreusHome_2111","","","","Сила Нікс...","","","",""
"Integrated","ZagreusHome_","2112","ZagreusHome_2112","","","","Ще побачимось, Дзеркало...","","","",""
"Integrated","ZagreusHome_","2113","ZagreusHome_2113","","","","Я б не проти відпочити...","","","",""
"Unused","ZagreusHome_","2114","ZagreusHome_2114","","","","Я хочу прилягти...","","","",""
"Integrated","ZagreusHome_","2115","ZagreusHome_2115","","","","Унгх, Я спізнююся на роботу... Батько мене вб'є.","","","",""
"Integrated","ZagreusHome_","2116","ZagreusHome_2116","","","","Я рухаюсь настільки швидко, наскільки це можливо, відчепись!","","","",""
"Integrated","ZagreusHome_","2117","ZagreusHome_2117","","","","Краще б тобі мене не видавати, старий.","","","",""
"Integrated","ZagreusHome_","2118","ZagreusHome_2118","","","","Пробач...!","","","",""
"Integrated","ZagreusHome_","2119","ZagreusHome_2119","","","","О, боги....","","","",""
"Integrated","ZagreusHome_","2120","ZagreusHome_2120","","","","Чорт забирай...","","","",""
"Integrated","ZagreusHome_","2121","ZagreusHome_2121","","","","Уф-ф...","","","",""
"Integrated","ZagreusHome_","2122","ZagreusHome_2122","","","","Та годі тобі.","","","",""
"Integrated","ZagreusHome_","2123","ZagreusHome_2123","","","","Якесь безглуздя.","","","",""
"Integrated","ZagreusHome_","2124","ZagreusHome_2124","","","","Що...","","","",""
"Integrated","ZagreusHome_","2125","ZagreusHome_2125","","","","Я... унгх.","","","",""
"Integrated","ZagreusHome_","2126","ZagreusHome_2126","","","","Зроблю це пізніше.","","","",""
"Integrated","ZagreusHome_","2127","ZagreusHome_2127","","","","Абсолютно жодного бажання, так.","","","",""
"Integrated","ZagreusHome_","2128","ZagreusHome_2128","","","","Я не забув, просто мені про це ніхто не сказав!","","","",""
"Integrated","ZagreusHome_","2129","ZagreusHome_2129","","","","О, мій дух вже давно занепав...","","","",""
"Integrated","ZagreusHome_","2130","ZagreusHome_2130","","","","Вірно...","","","",""
"Integrated","ZagreusHome_","2131","ZagreusHome_2131","","","","Нічого з цього не розумію.","","","",""
"Integrated","ZagreusHome_","2132","ZagreusHome_2132","","","","Добре, я тут закінчив, отже... я вже можу піти, Батьку?","","","",""
"Integrated","ZagreusHome_","2134","ZagreusHome_2134","","","","...Авжеж.","","","",""
"Integrated","ZagreusHome_","2137","ZagreusHome_2137","","","","...Угх... принаймні на цю роботу я більше не спізнюсь.","","","",""
"Integrated","ZagreusHome_","2139","ZagreusHome_2139","","","","Ну добре, можливо, я це зроблю.","","","",""
"Integrated","ZagreusHome_","2140","ZagreusHome_2140","","","","Стримала, Нікс. Я радий, що ти дала їй зв'язатись зі мною і розповіла про ситуацію, в якій я опинився. Я знаю, що ти дуже ризикувала виходячи на зв'язок.","","","",""
"Integrated","ZagreusHome_","2141","ZagreusHome_2141","","","","Я розумію.","","","",""
"Integrated","ZagreusHome_","2143","ZagreusHome_2143","","","","З нас вийшла гарна команда.","","","",""
"Integrated","ZagreusHome_","2145","ZagreusHome_2145","","","","Не буду.","","","",""
"Integrated","ZagreusHome_","2150","ZagreusHome_2150","","","","Я... Я довіряю тобі, Нікс. Довіряю.","","","",""
"Integrated","ZagreusHome_","2152","ZagreusHome_2152","","","","Тоді я знайду її. Я зобов'язаний.","","","",""
"Integrated","ZagreusHome_","2154","ZagreusHome_2154","","","","Зусилля і час...","","","",""
"Integrated","ZagreusHome_","2157","ZagreusHome_2157","","","","Рнг. Гаразд.","","","",""
"Integrated","ZagreusHome_","2160","ZagreusHome_2160","","","","Шанобливо. Безумовно.","","","",""
