"ZagreusField","ID","ID","ID","","","","Line","","","Notes by DK"
"Integrated","ZagreusField_","2337","ZagreusField_2337","","","","Я знаю де ти...","","",""
"Integrated","ZagreusField_","2338","ZagreusField_2338","","","","Припини це, Батьку.","","",""
"Integrated","ZagreusField_","2339","ZagreusField_2339","","","","<Насмішка>","","",""
"Integrated","ZagreusField_","2340","ZagreusField_2340","","","","Ось!","","",""
"Integrated","ZagreusField_","2341","ZagreusField_2341","","","","Ось так.","","",""
"Integrated","ZagreusField_","2342","ZagreusField_2342","","","","Підловив тебе.","","",""
"Integrated","ZagreusField_","2343","ZagreusField_2343","","","","Це тобі за все!","","",""
"Integrated","ZagreusField_","2344","ZagreusField_2344","","","","Грнм!","","",""
"Integrated","ZagreusField_","2345","ZagreusField_2345","","","","Подобається?","","",""
"Integrated","ZagreusField_","2346","ZagreusField_2346","","","","Хах!","","",""
"Integrated","ZagreusField_","2347","ZagreusField_2347","","","","Давай, підіймайся.","","",""
"Integrated","ZagreusField_","2348","ZagreusField_2348","","","","Підводься.","","",""
"Integrated","ZagreusField_","2349","ZagreusField_2349","","","","Ми не закінчили.","","",""
"Integrated","ZagreusField_","2350","ZagreusField_2350","","","","Покінчімо з цим.","","",""
"Integrated","ZagreusField_","2351","ZagreusField_2351","","","","Нумо, покінчімо з цим.","","",""
"Integrated","ZagreusField_","2352","ZagreusField_2352","","","","Ну гаразд.","","",""
"Integrated","ZagreusField_","2353","ZagreusField_2353","","","","Вперед!","","",""
"Integrated","ZagreusField_","2354","ZagreusField_2354","","","","Храахх!","","",""
"Integrated","ZagreusField_","2355","ZagreusField_2355","","","","Та годі!!","","",""
"Integrated","ZagreusField_","2356","ZagreusField_2356","","","","Та годі...!","","",""
"Integrated","ZagreusField_","2357","ZagreusField_2357","","","","Батьку...","","",""
"Integrated","ZagreusField_","2358","ZagreusField_2358","","","","Навіть якщо ти мене переможеш, я повернусь ще раз!","","",""
"Integrated","ZagreusField_","2359","ZagreusField_2359","","","","Ургггхх!!","","",""
"Integrated","ZagreusField_","2360","ZagreusField_2360","","","","Відпусти!","","",""
"Integrated","ZagreusField_","2361","ZagreusField_2361","","","","Відпусти мене!","","",""
"Integrated","ZagreusField_","2362","ZagreusField_2362","","","","Відчепися від мене!","","",""
"Integrated","ZagreusField_","2363","ZagreusField_2363","","","","Аах!","","",""
"Integrated","ZagreusField_","2364","ZagreusField_2364","","","","Ах, застряг!","","",""
"Integrated","ZagreusField_","2365","ZagreusField_2365","","","","Застряг!","","",""
"Integrated","ZagreusField_","2366","ZagreusField_2366","","","","Я застряг!","","",""
"Integrated","ZagreusField_","2367","ZagreusField_2367","","","","Не можу поворухнутись!","","",""
"Integrated","ZagreusField_","2368","ZagreusField_2368","","","","Тільки не знову!","","",""
"Integrated","ZagreusField_","2369","ZagreusField_2369","","","","Аугх, знову?","","",""
"Integrated","ZagreusField_","2370","ZagreusField_2370","","","","Нгх, мене поранено!","","",""
"Integrated","ZagreusField_","2371","ZagreusField_2371","","","","Унгх, біда...","","",""
"Integrated","ZagreusField_","2372","ZagreusField_2372","","","","Рнгх, ні.","","",""
"Integrated","ZagreusField_","2373","ZagreusField_2373","","","","Ах, дістав мене!","","",""
"Integrated","ZagreusField_","2374","ZagreusField_2374","","","","Кхх, ти!","","",""
"Integrated","ZagreusField_","2375","ZagreusField_2375","","","","Унф, не це.","","",""
"Integrated","ZagreusField_","2376","ZagreusField_2376","","","","Аугх, га--?","","",""
"Integrated","ZagreusField_","2377","ZagreusField_2377","","","","Мф, забирайся геть!","","",""
"Integrated","ZagreusField_","2378","ZagreusField_2378","","","","Я щось перериваю?","","",""
"Integrated","ZagreusField_","2379","ZagreusField_2379","","","","Хто-небудь бачив мішок Сатирів?","","",""
"Integrated","ZagreusField_","2380","ZagreusField_2380","","","","Ти заходиш на приватну власність!","","",""
"Integrated","ZagreusField_","2381","ZagreusField_2381","","","","Що ти робиш із цим місцем?","","",""
"Integrated","ZagreusField_","2382","ZagreusField_2382","","","","Ну гаразд, припиніть це!","","",""
"Integrated","ZagreusField_","2383","ZagreusField_2383","","","","Поглянь, що ти зробив із цим місцем!","","",""
"Integrated","ZagreusField_","2384","ZagreusField_2384","","","","Це місце — суцільний безлад!","","",""
"Integrated","ZagreusField_","2385","ZagreusField_2385","","","","Знайшов одне з їх лігвищ.","","",""
"Integrated","ZagreusField_","2386","ZagreusField_2386","","","","Це одне з їх лігвищ.","","",""
"Integrated","ZagreusField_","2387","ZagreusField_2387","","","","Глухий кут, чи не так?","","",""
"Integrated","ZagreusField_","2388","ZagreusField_2388","","","","Ніяк не засвоїте урок?","","",""
"Integrated","ZagreusField_","2389","ZagreusField_2389","","","","Знову ви, га?","","",""
"Integrated","ZagreusField_","2390","ZagreusField_2390","","","","Це, мабуть, остання група.","","",""
"Integrated","ZagreusField_","2391","ZagreusField_2391","","","","Скільки їх там ще.","","",""
"Integrated","ZagreusField_","2392","ZagreusField_2392","","","","Ще на підході, га?","","",""
"Integrated","ZagreusField_","2393","ZagreusField_2393","","","","У цьому Храмі стільки нечисті.","","",""
"Integrated","ZagreusField_","2394","ZagreusField_2394","","","","Це місце кишить ними.","","",""
"Integrated","ZagreusField_","2395","ZagreusField_2395","","","","Вам досі недостатньо?","","",""
"Integrated","ZagreusField_","2396","ZagreusField_2396","","","","Виходьте!","","",""
"Integrated","ZagreusField_","2397","ZagreusField_2397","","","","Майже розібрався з ними.","","",""
"Integrated","ZagreusField_","2398","ZagreusField_2398","","","","Вони збавляють оберти.","","",""
"Integrated","ZagreusField_","2399","ZagreusField_2399","","","","Це. мабуть, були останні.","","",""
"Integrated","ZagreusField_","2400","ZagreusField_2400","","","","Який обрати першим.","","",""
"Integrated","ZagreusField_","2401","ZagreusField_2401","","","","Куди тепер.","","",""
"Integrated","ZagreusField_","2402","ZagreusField_2402","","","","Який тунель обрати.","","",""
"Integrated","ZagreusField_","2403","ZagreusField_2403","","","","Якби я був мішком Сатирів, де б я був...","","",""
"Integrated","ZagreusField_","2404","ZagreusField_2404","","","","Який тунель обрати?","","",""
"Integrated","ZagreusField_","2405","ZagreusField_2405","","","","Нумо поглянемо.","","",""
"Integrated","ZagreusField_","2406","ZagreusField_2406","","","","Тунель Сатирів...","","",""
"Integrated","ZagreusField_","2407","ZagreusField_2407","","","","Всі ці тунелі...","","",""
"Integrated","ZagreusField_","2408","ZagreusField_2408","","","","Я відправлю твоїх злиднів назад, туди де їм місце!","","",""
"Integrated","ZagreusField_","2409","ZagreusField_2409","","","","Чому ви, злидні, нарешті не спочинете?","","",""
"Integrated","ZagreusField_","2410","ZagreusField_2410","","","","Бийся знову, і помреш знову!","","",""
"Integrated","ZagreusField_","2411","ZagreusField_2411","","","","Отже, доведеться зайнятися ними!","","",""
"Integrated","ZagreusField_","2412","ZagreusField_2412","","","","Я покажу тобі жорстоку силу!","","",""
"Integrated","ZagreusField_","2413","ZagreusField_2413","","","","Зараз мене не цікавить твоя аналітика, Батьку!","","",""
"Integrated","ZagreusField_","2414","ZagreusField_2414","","","","Ти точно знаєш, яких зусиль це коштуватиме!","","",""
"Integrated","ZagreusField_","2415","ZagreusField_2415","","","","Щоб ти забрався з мого бісового шляху!","","",""
"Integrated","ZagreusField_","2416","ZagreusField_2416","","","","Я тебе не боюся!","","",""
"Integrated","ZagreusField_","2417","ZagreusField_2417","","","","Скоро ти до них приєднаєшся!","","",""
"Integrated","ZagreusField_","2418","ZagreusField_2418","","","","Я жорстокий чи стримуюсь? Прийміть вже бісове рішення!","","",""
"Integrated","ZagreusField_","2419","ZagreusField_2419","","","","Хочеш, щоб я показав на що здатен? Ну гаразд!","","",""
"Integrated","ZagreusField_","2420","ZagreusField_2420","","","","Та відчепися вже зі своєю аналітикою!","","",""
"Integrated","ZagreusField_","2421","ZagreusField_2421","","","","Я хочу, щоб ти припинив базікати та бився!","","",""
"Integrated","ZagreusField_","2422","ZagreusField_2422","","","","О, я не згоден!","","",""
"Integrated","ZagreusField_","2423","ZagreusField_2423","","","","Ну гаразд, тоді послухаємо!","","",""
"Integrated","ZagreusField_","2424","ZagreusField_2424","","","","Жалюгідна подоба чоловіка!","","",""
"Integrated","ZagreusField_","2425","ZagreusField_2425","","","","Жалюгідна пародія на батька!","","",""
"Integrated","ZagreusField_","2426","ZagreusField_2426","","","","Побачимо!","","",""
"Integrated","ZagreusField_","2427","ZagreusField_2427","","","","Звідки тобі знати!","","",""
"Integrated","ZagreusField_","2428","ZagreusField_2428","","","","А я так зробив!","","",""
"Integrated","ZagreusField_","2429","ZagreusField_2429","","","","І ти не можеш ставитись до мене так!","","",""
"Integrated","ZagreusField_","2430","ZagreusField_2430","","","","Можливо, тепер, Батьку?","","",""
"Integrated","ZagreusField_","2431","ZagreusField_2431","","","","Я сам дізнаюсь.","","",""
"Integrated","ZagreusField_","2432","ZagreusField_2432","","","","Я починаю звикати.","","",""
"Integrated","ZagreusField_","2433","ZagreusField_2433","","","","Тоді, просто потрібно перетнути пару річок, та й усе.","","",""
"Integrated","ZagreusField_","2434","ZagreusField_2434","","","","Йду, куди заманеться.","","",""
"Unused","ZagreusField_","2435","ZagreusField_2435","","","","Куди схочу, туди й піду.","","",""
"Integrated","ZagreusField_","2436","ZagreusField_2436","","","","Непогано.","","",""
"Integrated","ZagreusField_","2437","ZagreusField_2437","","","","Поки не отруєний, дякую.","","",""
"Integrated","ZagreusField_","2438","ZagreusField_2438","","","","Воно взагалі ніяк не смакує.","","",""
"Integrated","ZagreusField_","2439","ZagreusField_2439","","","","Що це таке.","","",""
"Integrated","ZagreusField_","2440","ZagreusField_2440","","","","Смачно.","","",""
"Integrated","ZagreusField_","2441","ZagreusField_2441","","","","Смачно. Ніби як.","","",""
"Integrated","ZagreusField_","2442","ZagreusField_2442","","","","Ні, дякую.","","",""
"Integrated","ZagreusField_","2443","ZagreusField_2443","","","","...Смакота...!","","",""
"Integrated","ZagreusField_","2444","ZagreusField_2444","","","","...Як в суху землю.","","",""
"Integrated","ZagreusField_","2445","ZagreusField_2445","","","","...До такого смаку потрібно звикнути.","","",""
"Integrated","ZagreusField_","2446","ZagreusField_2446","","","","...Освіжаюче...!","","",""
"Integrated","ZagreusField_","2447","ZagreusField_2447","","","","... більше не треба.","","",""
"Integrated","ZagreusField_","2448","ZagreusField_2448","","","","...Набагато краще.","","",""
"Integrated","ZagreusField_","2449","ZagreusField_2449","","","","...Ммф, фух.","","",""
"Integrated","ZagreusField_","2450","ZagreusField_2450","","","","...Воу, що там всередині?","","",""
"Integrated","ZagreusField_","2451","ZagreusField_2451","","","","...<Кашель> Фух...","","",""
"Integrated","ZagreusField_","2452","ZagreusField_2452","","","","...Це щось.","","",""
"Integrated","ZagreusField_","2453","ZagreusField_2453","","","","...Має трохи присмаку.","","",""
"Integrated","ZagreusField_","2455","ZagreusField_2455","","","","Аах!","","",""
"Integrated","ZagreusField_","2456","ZagreusField_2456","","","","Воу!","","",""
"Integrated","ZagreusField_","2457","ZagreusField_2457","","","","Гей!","","",""
"Integrated","ZagreusField_","2458","ZagreusField_2458","","","","Вітаю!","","",""
"Integrated","ZagreusField_","2459","ZagreusField_2459","","","","Привіт!","","",""
"Integrated","ZagreusField_","2460","ZagreusField_2460","","","","Цк.","","",""
"Integrated","ZagreusField_","2461","ZagreusField_2461","","","","Ти!","","",""
"Integrated","ZagreusField_","2462","ZagreusField_2462","","","","Га-?","","",""
"Integrated","ZagreusField_","2463","ZagreusField_2463","","","","Нргх!","","",""
"Integrated","ZagreusField_","2464","ZagreusField_2464","","","","Гах.","","",""
"Unused","ZagreusField_","2487","ZagreusField_2487","","","","Обов'язково, продовжуйте!","","",""
"Integrated","ZagreusField_","2504","ZagreusField_2504","","","","Ні, ні, ні, звичайно, і, дякую тобі за твою відвертість. Слухай, я розумію, що ви з Орфеєм пройшли через багато, але... мені ясно, як сильно ви й досі кохаєте одне одного. Я просто радий, що ми зустрілись.","","",""
"Integrated","ZagreusField_","2506","ZagreusField_2506","","","","Що... співи... тут?","","",""
"Integrated","ZagreusField_","2507","ZagreusField_2507","","","","Це напевно Еврідіка.","","",""
"Integrated","ZagreusField_","2508","ZagreusField_2508","","","","Вона весь час співає.","","",""
"Integrated","ZagreusField_","2509","ZagreusField_2509","","","","Радий повернутись сюди.","","",""
"Integrated","ZagreusField_","2510","ZagreusField_2510","","","","Еврідіка...","","",""
"Integrated","ZagreusField_","2511","ZagreusField_2511","","","","Зачекайте... вона не співає...","","",""
"Integrated","ZagreusField_","2512","ZagreusField_2512","","","","Сподіваюсь, що з Еврідікою все гаразд...","","",""
"Integrated","ZagreusField_","2513","ZagreusField_2513","","","","Ой, дякую!","","",""
"Integrated","ZagreusField_","2514","ZagreusField_2514","","","","Вельми вдячний!","","",""
"Integrated","ZagreusField_","2515","ZagreusField_2515","","","","Оох, дякую!","","",""
"Integrated","ZagreusField_","2516","ZagreusField_2516","","","","Мм, пальчики оближеш.","","",""
"Integrated","ZagreusField_","2517","ZagreusField_2517","","","","Мені вже краще!","","",""
"Integrated","ZagreusField_","2518","ZagreusField_2518","","","","Фух, це добре!","","",""
"Integrated","ZagreusField_","2519","ZagreusField_2519","","","","Ммф, ваше здоров'я!","","",""
"Integrated","ZagreusField_","2520","ZagreusField_2520","","","","Оох це добре.","","",""
"Integrated","ZagreusField_","2521","ZagreusField_2521","","","","Вау це добре.","","",""
"Integrated","ZagreusField_","2522","ZagreusField_2522","","","","Так добре.","","",""
"Integrated","ZagreusField_","2523","ZagreusField_2523","","","","До зустрічі!","","",""
"Integrated","ZagreusField_","2524","ZagreusField_2524","","","","Побачимось!","","",""
"Integrated","ZagreusField_","2525","ZagreusField_2525","","","","Побачимося!","","",""
"Integrated","ZagreusField_","2526","ZagreusField_2526","","","","Ще раз спасибі!","","",""
"Integrated","ZagreusField_","2527","ZagreusField_2527","","","","Бережи себе!","","",""
"Integrated","ZagreusField_","2528","ZagreusField_2528","","","","Бувай!","","",""
"Integrated","ZagreusField_","2529","ZagreusField_2529","","","","Скоро побачимось!","","",""
"Integrated","ZagreusField_","2530","ZagreusField_2530","","","","Нумо перевіримо цю теорію!","","",""
"Integrated","ZagreusField_","2531","ZagreusField_2531","","","","Ох, гадаю, так і буде!","","",""
"Integrated","ZagreusField_","2532","ZagreusField_2532","","","","Інша сестра пішла...","","",""
"Integrated","ZagreusField_","2533","ZagreusField_2533","","","","А куди інша поділась?","","",""
"Integrated","ZagreusField_","2534","ZagreusField_2534","","","","Двоє інших пішли...","","",""
"Integrated","ZagreusField_","2535","ZagreusField_2535","","","","Інші полетіли...","","",""
"Integrated","ZagreusField_","2536","ZagreusField_2536","","","","Інші сестри пішли...","","",""
"Integrated","ZagreusField_","2537","ZagreusField_2537","","","","Куди інші поділися?","","",""
"Integrated","ZagreusField_","2538","ZagreusField_2538","","","","Алекто пішла...","","",""
"Integrated","ZagreusField_","2539","ZagreusField_2539","","","","Алекто полетіла геть.","","",""
"Integrated","ZagreusField_","2540","ZagreusField_2540","","","","Тісіфона пішла...","","",""
"Integrated","ZagreusField_","2541","ZagreusField_2541","","","","Тісіфона полетіла...","","",""
"Integrated","ZagreusField_","2542","ZagreusField_2542","","","","Мег пішла...","","",""
"Integrated","ZagreusField_","2543","ZagreusField_2543","","","","Мег полетіла...","","",""
"Integrated","ZagreusField_","2544","ZagreusField_2544","","","","Пробачте!","","",""
"Integrated","ZagreusField_","2545","ZagreusField_2545","","","","Мені шкода!","","",""
"Integrated","ZagreusField_","2546","ZagreusField_2546","","","","Пробачте?","","",""
"Integrated","ZagreusField_","2547","ZagreusField_2547","","","","Якось незручно!","","",""
"Integrated","ZagreusField_","2548","ZagreusField_2548","","","","Олімпе?","","",""
"Integrated","ZagreusField_","2549","ZagreusField_2549","","","","Коштовності.","","",""
"Integrated","ZagreusField_","2550","ZagreusField_2550","","","","Відбірні коштовності.","","",""
"Integrated","ZagreusField_","2551","ZagreusField_2551","","","","Ось вони.","","",""
"Integrated","ZagreusField_","2552","ZagreusField_2552","","","","За мої старання.","","",""
"Integrated","ZagreusField_","2553","ZagreusField_2553","","","","Вдома їх постійно не вистачає.","","",""
"Integrated","ZagreusField_","2554","ZagreusField_2554","","","","Барвисті.","","",""
"Integrated","ZagreusField_","2555","ZagreusField_2555","","","","Заберу їх.","","",""
"Integrated","ZagreusField_","2556","ZagreusField_2556","","","","Тепер моє.","","",""
"Integrated","ZagreusField_","2557","ZagreusField_2557","","","","Я притримаю ці.","","",""
"Integrated","ZagreusField_","2558","ZagreusField_2558","","","","Для збереження.","","",""
"Integrated","ZagreusField_","2559","ZagreusField_2559","","","","Для Дому.","","",""
"Integrated","ZagreusField_","2560","ZagreusField_2560","","","","Забираю ці.","","",""
"Integrated","ZagreusField_","2561","ZagreusField_2561","","","","Діамант...","","",""
"Integrated","ZagreusField_","2562","ZagreusField_2562","","","","Оох.","","",""
"Integrated","ZagreusField_","2563","ZagreusField_2563","","","","О, для мене?","","",""
"Integrated","ZagreusField_","2564","ZagreusField_2564","","","","Прекрасно.","","",""
"Integrated","ZagreusField_","2565","ZagreusField_2565","","","","Думаю, можна буде обміняти на щось цікаве вдома.","","",""
"Integrated","ZagreusField_","2566","ZagreusField_2566","","","","Тяжкенькі.","","",""
"Integrated","ZagreusField_","2567","ZagreusField_2567","","","","Блищить.","","",""
"Integrated","ZagreusField_","2568","ZagreusField_2568","","","","Це неймовірно.","","",""
"Integrated","ZagreusField_","2569","ZagreusField_2569","","","","Я просто заховаю це.","","",""
"Integrated","ZagreusField_","2570","ZagreusField_2570","","","","Це не Скелетний Ключ.","","",""
"Integrated","ZagreusField_","2571","ZagreusField_2571","","","","Хтонічний ключ...","","",""
"Integrated","ZagreusField_","2572","ZagreusField_2572","","","","Ключ сили.","","",""
"Integrated","ZagreusField_","2573","ZagreusField_2573","","","","Знайшов тебе...","","",""
"Integrated","ZagreusField_","2574","ZagreusField_2574","","","","Стигіус здригнувся, як тільки я це підняв...","","",""
"Integrated","ZagreusField_","2575","ZagreusField_2575","","","","Я відчув як Егіда здригнулась...","","",""
"Integrated","ZagreusField_","2576","ZagreusField_2576","","","","Варата щойно здригнувся...","","",""
"Integrated","ZagreusField_","2577","ZagreusField_2577","","","","Коронахт здригнувся, щойно я це підняв...","","",""
"Integrated","ZagreusField_","2578","ZagreusField_2578","","","","Екзагриф щойно здригнувся...?","","",""
"Integrated","ZagreusField_","2579","ZagreusField_2579","","","","Моя зброя здригнулася, коли я її торкнувся...","","",""
"Integrated","ZagreusField_","2580","ZagreusField_2580","","","","Тепер, моя зброя може стати ще сильнішою.","","",""
"Integrated","ZagreusField_","2581","ZagreusField_2581","","","","Це допоможе відкрити прихований аспект моєї зброї.","","",""
"Integrated","ZagreusField_","2582","ZagreusField_2582","","","","Пляшечка Нектару.","","",""
"Integrated","ZagreusField_","2583","ZagreusField_2583","","","","Солодкий Нектар.","","",""
"Integrated","ZagreusField_","2584","ZagreusField_2584","","","","Пляшка Нектару.","","",""
"Integrated","ZagreusField_","2585","ZagreusField_2585","","","","Ось трохи Нектару.","","",""
"Integrated","ZagreusField_","2586","ZagreusField_2586","","","","Кому б його подарувати...","","",""
"Integrated","ZagreusField_","2587","ZagreusField_2587","","","","Круто.","","",""
"Integrated","ZagreusField_","2588","ZagreusField_2588","","","","Ідеально.","","",""
"Integrated","ZagreusField_","2589","ZagreusField_2589","","","","Непогана знахідка.","","",""
"Integrated","ZagreusField_","2590","ZagreusField_2590","","","","Хто цього не любить.","","",""
"Integrated","ZagreusField_","2591","ZagreusField_2591","","","","Ідеальний Подарунок.","","",""
"Integrated","ZagreusField_","2592","ZagreusField_2592","","","","Панянки.","","",""
"Integrated","ZagreusField_","2593","ZagreusField_2593","","","","Панянки?","","",""
"Integrated","ZagreusField_","2594","ZagreusField_2594","","","","Вітаю, панянки.","","",""
"Integrated","ZagreusField_","2595","ZagreusField_2595","","","","Привіт, ви троє.","","",""
"Integrated","ZagreusField_","2596","ZagreusField_2596","","","","Привіт, ви двоє.","","",""
"Integrated","ZagreusField_","2597","ZagreusField_2597","","","","Аа....","","",""
"Integrated","ZagreusField_","2598","ZagreusField_2598","","","","Привіт, Сестри Фурії.","","",""
"Integrated","ZagreusField_","2599","ZagreusField_2599","","","","Я повернувся, панянки.","","",""
"Integrated","ZagreusField_","2600","ZagreusField_2600","","","","Сподіваюся, не змусив вас надто довго чекати, панянки.","","",""
"Integrated","ZagreusField_","2601","ZagreusField_2601","","","","Ерм, це не та кімната зі смертоносною Гідрою, на котру я очікував.","","",""
"Integrated","ZagreusField_","2602","ZagreusField_2602","","","","Кістяна Гідро! Мені подобається, що ти зробила з цим місцем!","","",""
"Integrated","ZagreusField_","2603","ZagreusField_2603","","","","Дивлюся, ти відростила шию!","","",""
"Integrated","ZagreusField_","2604","ZagreusField_2604","","","","Як там твоя стара шия?","","",""
"Integrated","ZagreusField_","2605","ZagreusField_2605","","","","Не може цього бути!","","",""
"Integrated","ZagreusField_","2606","ZagreusField_2606","","","","Кому взагалі потрібна шия?","","",""
"Integrated","ZagreusField_","2607","ZagreusField_2607","","","","Ну давай, ти, летючий покидьку.","","",""
"Integrated","ZagreusField_","2608","ZagreusField_2608","","","","Ти і я, Відрубана Голово Гідри!","","",""
"Integrated","ZagreusField_","2609","ZagreusField_2609","","","","Досить.","","",""
"Integrated","ZagreusField_","2610","ZagreusField_2610","","","","І... чисто.","","",""
"Integrated","ZagreusField_","2611","ZagreusField_2611","","","","Голови Гідри не повинні літати.","","",""
"Integrated","ZagreusField_","2612","ZagreusField_2612","","","","Повертайся туди, де залишила шию.","","",""
"Integrated","ZagreusField_","2613","ZagreusField_2613","","","","Гадаю, деякі урни містять в собі монети.","","",""
"Integrated","ZagreusField_","2614","ZagreusField_2614","","","","Всередині цих урн монети.","","",""
"Integrated","ZagreusField_","2615","ZagreusField_2615","","","","Чому всередині цих гризунів монети?","","",""
"Integrated","ZagreusField_","2616","ZagreusField_2616","","","","Це був заможний гризун.","","",""
"Integrated","ZagreusField_","2617","ZagreusField_2617","","","","Мій час добігає кінця...!","","",""
"Integrated","ZagreusField_","2618","ZagreusField_2618","","","","Час спливає...","","",""
"Integrated","ZagreusField_","2619","ZagreusField_2619","","","","Час майже сплив...","","",""
"Integrated","ZagreusField_","2620","ZagreusField_2620","","","","Залишилось небагато часу...","","",""
"Integrated","ZagreusField_","2621","ZagreusField_2621","","","","Треба поспішити...","","",""
"Integrated","ZagreusField_","2622","ZagreusField_2622","","","","О ні, час...","","",""
"Integrated","ZagreusField_","2623","ZagreusField_2623","","","","Дідько, час скінчився!","","",""
"Integrated","ZagreusField_","2624","ZagreusField_2624","","","","Час вийшов!","","",""
"Integrated","ZagreusField_","2625","ZagreusField_2625","","","","О ні...","","",""
"Integrated","ZagreusField_","2626","ZagreusField_2626","","","","У мене закінчився час!","","",""
"Integrated","ZagreusField_","2627","ZagreusField_2627","","","","Час скінчився!","","",""
"Integrated","ZagreusField_","2628","ZagreusField_2628","","","","Пакт!","","",""
"Integrated","ZagreusField_","2629","ZagreusField_2629","","","","Ах, часу немає!","","",""
"Integrated","ZagreusField_","2630","ZagreusField_2630","","","","Ургх, повернувся!!","","",""
"Integrated","ZagreusField_","2631","ZagreusField_2631","","","","Мф, храах!","","",""
"Integrated","ZagreusField_","2632","ZagreusField_2632","","","","Ммф, т'хех!","","",""
"Integrated","ZagreusField_","2633","ZagreusField_2633","","","","Чш, гаразд!","","",""
"Integrated","ZagreusField_","2634","ZagreusField_2634","","","","Ннг, нрраагх!","","",""
"Integrated","ZagreusField_","2635","ZagreusField_2635","","","","Є.","","",""
"Integrated","ZagreusField_","2636","ZagreusField_2636","","","","Є!","","",""
"Integrated","ZagreusField_","2637","ZagreusField_2637","","","","І, є.","","",""
"Integrated","ZagreusField_","2638","ZagreusField_2638","","","","Готово.","","",""
"Integrated","ZagreusField_","2639","ZagreusField_2639","","","","Готово.","","",""
"Integrated","ZagreusField_","2640","ZagreusField_2640","","","","Готово.","","",""
"Integrated","ZagreusField_","2641","ZagreusField_2641","","","","Чисто.","","",""
"Integrated","ZagreusField_","2642","ZagreusField_2642","","","","Мм-хм.","","",""
"Integrated","ZagreusField_","2643","ZagreusField_2643","","","","Дякую.","","",""
"Integrated","ZagreusField_","2644","ZagreusField_2644","","","","Дякую.","","",""
"Integrated","ZagreusField_","2645","ZagreusField_2645","","","","Люб'язність Пакту.","","",""
"Integrated","ZagreusField_","2646","ZagreusField_2646","","","","Так.","","",""
"Integrated","ZagreusField_","2647","ZagreusField_2647","","","","Ось.","","",""
"Integrated","ZagreusField_","2648","ZagreusField_2648","","","","Добре.","","",""
"Integrated","ZagreusField_","2649","ZagreusField_2649","","","","Отримав винагороду.","","",""
"Integrated","ZagreusField_","2650","ZagreusField_2650","","","","Відшкодування.","","",""
"Integrated","ZagreusField_","2651","ZagreusField_2651","","","","Ще одна винагорода.","","",""
"Integrated","ZagreusField_","2652","ZagreusField_2652","","","","Отримав винагороду.","","",""
"Integrated","ZagreusField_","2653","ZagreusField_2653","","","","Ця винагорода моя.","","",""
"Integrated","ZagreusField_","2654","ZagreusField_2654","","","","Це моя винагорода.","","",""
"Integrated","ZagreusField_","2655","ZagreusField_2655","","","","Моя винагорода.","","",""
"Integrated","ZagreusField_","2656","ZagreusField_2656","","","","Отримав нагороду.","","",""
"Integrated","ZagreusField_","2657","ZagreusField_2657","","","","Щит деактивовано.","","",""
"Integrated","ZagreusField_","2658","ZagreusField_2658","","","","Щит деактивовано!","","",""
"Integrated","ZagreusField_","2659","ZagreusField_2659","","","","Мій захист закінчився.","","",""
"Integrated","ZagreusField_","2660","ZagreusField_2660","","","","Ой-йой.","","",""
"Integrated","ZagreusField_","2661","ZagreusField_2661","","","","Жолудя більше немає!","","",""
"Integrated","ZagreusField_","2662","ZagreusField_2662","","","","Жолудя більше немає!","","",""
"Integrated","ZagreusField_","2663","ZagreusField_2663","","","","Привіт!","","",""
"Integrated","ZagreusField_","2664","ZagreusField_2664","","","","Вітання!","","",""
"Integrated","ZagreusField_","2665","ZagreusField_2665","","","","Прекрасний спів.","","",""
"Integrated","ZagreusField_","2666","ZagreusField_2666","","","","Привіт, Еврідіко.","","",""
"Integrated","ZagreusField_","2667","ZagreusField_2667","","","","Це лише я.","","",""
"Integrated","ZagreusField_","2668","ZagreusField_2668","","","","Щось смачно пахне.","","",""
"Integrated","ZagreusField_","2669","ZagreusField_2669","","","","Гей, в чому варишся?","","",""
"Integrated","ZagreusField_","2670","ZagreusField_2670","","","","Щоб вибратись звідси, мені потрібно змити Дар.","","",""
"Integrated","ZagreusField_","2671","ZagreusField_2671","","","","Потрібно використати ось ту Купальню Очищення.","","",""
"Integrated","ZagreusField_","2672","ZagreusField_2672","","","","Спочатку, потрібно змити один з моїх Дарів.","","",""
"Integrated","ZagreusField_","2673","ZagreusField_2673","","","","Пекельна Митниця, потрібно змити Дар.","","",""
"Integrated","ZagreusField_","2674","ZagreusField_2674","","","","Бісова Митниця Підземного Царства.","","",""
"Integrated","ZagreusField_","2675","ZagreusField_2675","","","","Ургх, забув змити Дар.","","",""
"Integrated","ZagreusField_","2676","ZagreusField_2676","","","","Спочатку треба відмовитися від одного з моїх Дарів.","","",""
"Integrated","ZagreusField_","2677","ZagreusField_2677","","","","Ох так, Купальня Очищення.","","",""
"Integrated","ZagreusField_","2678","ZagreusField_2678","","","","Добре, хлопці, гляньмо, хто створить більші хвилі.","","",""
"Integrated","ZagreusField_","2679","ZagreusField_2679","","","","Привіт, Хвилероби! Я теж, можу робити хвилі.","","",""
"Integrated","ZagreusField_","2680","ZagreusField_2680","","","","Я теж можу робити хвилі.","","",""
"Integrated","ZagreusField_","2681","ZagreusField_2681","","","","Ваші хвилі проти моїх.","","",""
